cpu,ram,disk,network,label
79.55,73.33,67.63,885.61,1
31.23,31.84,28.21,90.41,0
68.38,44.22,38.59,283.14,0
22.94,30.44,37.73,120.31,0
34.77,43.39,44.41,179.71,0
26.11,35.25,30.31,166.93,0
34.82,51.44,55.06,207.8,0
27.93,48.69,99.79,315.13,1
36.49,56.3,45.53,194.02,0
95.03,35.26,41.57,149.9,1
29.84,72.9,39.05,217.8,1
50.02,65.82,71.91,218.11,0
24.87,28.64,41.58,99.0,0
24.2,37.77,43.31,169.43,0
27.79,39.39,33.23,166.34,0
0.34,15.3,31.83,113.05,0
17.36,16.04,36.46,147.52,0
30.42,35.26,28.14,159.7,0
20.09,46.34,14.42,121.82,0
20.55,41.02,46.75,219.86,0
34.48,53.8,63.0,227.92,0
9.54,14.77,41.9,61.68,0
29.21,34.84,34.3,190.79,0
33.41,46.92,47.75,67.01,0
55.81,51.52,60.12,238.11,0
28.12,42.18,34.83,192.52,0
26.51,37.21,46.05,144.91,0
40.45,54.43,30.58,105.13,0
19.67,39.83,44.44,72.2,0
42.14,50.75,54.98,180.59,0
56.36,96.93,57.1,195.82,1
20.41,46.95,48.78,126.24,0
50.2,44.79,44.3,213.02,0
35.58,35.45,83.24,225.54,0
24.51,30.84,46.63,103.49,0
38.55,46.89,65.13,162.74,0
36.57,34.14,32.0,96.36,0
32.38,46.37,49.86,173.01,0
24.82,53.99,29.24,147.12,0
36.65,61.46,31.3,257.19,0
48.07,69.31,41.5,317.73,0
100.0,44.86,31.55,4180.05,1
35.03,14.05,47.83,141.67,0
94.46,95.96,94.4,6725.79,1
15.92,22.64,25.42,142.76,0
33.15,50.58,45.97,118.24,0
41.62,46.06,44.67,150.95,0
59.49,60.6,45.15,248.96,0
23.88,39.11,25.75,182.69,0
42.0,42.89,43.17,77.22,0
14.54,31.25,39.26,146.64,0
23.07,34.65,34.13,129.91,0
84.99,69.49,63.55,135.29,1
23.49,27.76,45.24,132.53,0
12.54,13.88,28.2,118.19,0
30.01,44.4,57.0,101.95,0
37.18,49.26,35.7,161.68,0
55.6,54.29,46.97,260.98,0
50.98,51.32,25.39,206.23,0
92.37,33.09,51.21,167.95,1
24.17,36.74,40.23,89.73,0
28.31,39.37,30.12,127.8,0
15.54,34.39,32.78,97.47,0
23.78,52.18,51.64,147.63,0
36.42,16.63,17.35,68.12,0
20.59,35.57,25.11,121.03,0
37.67,52.97,52.5,192.01,0
40.54,50.97,40.28,193.03,0
23.02,92.13,45.41,124.18,1
31.23,49.79,30.72,917.16,1
64.6,83.71,77.83,272.59,1
38.04,32.94,23.32,133.03,0
90.99,23.2,12.05,1787.62,1
26.56,43.91,28.37,114.19,0
34.0,33.17,63.07,178.5,0
31.38,42.64,20.33,171.92,0
31.0,39.99,41.25,179.44,0
45.75,53.71,46.24,220.07,0
0.0,12.19,35.88,84.3,0
39.6,46.43,40.7,184.49,0
10.74,19.02,40.98,43.87,0
15.41,31.17,42.94,180.04,0
93.68,96.97,93.37,6718.92,1
30.97,33.73,34.12,181.02,0
36.16,42.15,52.87,219.37,0
14.91,34.79,56.23,86.05,0
21.81,19.99,45.44,117.42,0
71.16,83.93,56.76,398.0,1
14.72,82.99,93.28,166.4,1
46.03,48.63,47.58,226.51,0
38.01,51.96,48.96,166.71,0
24.03,32.85,61.58,110.88,0
27.04,43.92,55.03,126.08,0
42.24,48.34,37.33,166.1,0
12.84,37.74,32.15,121.62,0
32.81,30.34,44.02,129.53,0
17.75,36.43,49.62,107.39,0
100.0,44.99,53.65,1759.17,1
87.8,88.87,38.69,184.03,1
27.81,59.12,86.22,144.07,1
6.88,30.67,31.4,2361.92,1
27.99,43.95,41.92,114.13,0
38.17,54.43,36.44,179.27,0
6.57,17.51,29.94,72.01,0
25.4,32.92,28.17,76.94,0
15.65,36.34,42.88,78.32,0
98.32,96.6,56.79,151.99,1
44.01,60.65,65.82,203.08,0
95.77,88.93,100.0,3029.89,1
18.97,26.39,28.49,100.95,0
84.28,86.13,26.02,125.66,1
30.49,39.48,57.36,153.62,0
22.4,34.73,69.33,119.02,0
23.68,40.47,54.57,169.32,0
92.47,22.25,73.08,173.61,1
42.05,41.82,50.44,550.27,1
38.57,44.41,33.58,53.26,0
43.39,43.33,50.13,113.24,0
6.39,17.3,43.04,56.22,0
4.28,25.44,32.95,86.68,0
24.85,43.11,58.13,170.53,0
32.37,29.91,36.87,142.2,0
22.05,14.18,49.65,78.54,0
24.11,44.02,58.14,86.36,0
27.25,37.72,66.93,155.33,0
18.74,24.01,48.46,138.18,0
79.67,71.9,75.74,648.22,1
52.72,57.76,63.15,203.59,0
27.36,47.92,43.39,171.66,0
4.86,34.97,51.27,80.55,0
34.96,37.81,39.29,153.29,0
49.56,27.96,34.5,229.05,0
42.87,47.4,41.15,158.97,0
32.66,45.77,21.29,217.3,0
63.39,67.44,83.18,830.5,1
47.37,43.59,34.65,111.25,0
16.38,37.43,51.34,114.64,0
6.17,14.15,45.83,64.66,0
47.16,54.39,41.42,151.36,0
32.92,40.4,50.97,255.23,0
26.15,24.56,21.28,117.51,0
26.59,27.07,51.18,131.48,0
20.24,40.58,56.62,65.0,0
3.29,14.44,33.18,42.33,0
17.58,34.44,43.2,199.54,0
10.03,53.64,41.62,178.17,0
43.12,32.71,68.16,173.17,0
32.59,37.84,56.67,147.28,0
0.51,21.22,53.54,45.67,0
86.21,100.0,89.24,9032.46,1
41.17,37.82,50.66,141.97,0
48.62,64.68,50.28,250.31,0
12.59,30.82,61.77,133.42,0
10.21,41.39,45.94,132.27,0
34.73,23.52,86.52,132.77,1
58.45,42.69,46.15,163.72,0
49.94,61.98,32.61,158.78,0
5.37,30.81,50.4,117.84,0
37.22,53.34,59.93,148.29,0
34.29,59.64,64.64,141.53,0
35.45,47.74,43.87,228.43,0
91.25,95.95,93.2,7827.7,1
15.89,10.14,33.22,116.72,0
29.07,20.43,66.28,129.74,0
55.4,43.09,52.67,210.49,0
37.84,41.98,41.14,166.75,0
44.6,85.66,49.39,279.41,1
20.83,50.6,38.1,89.77,0
33.11,25.68,43.68,151.5,0
8.29,19.8,34.22,10.0,0
22.77,29.84,39.02,149.1,0
42.68,50.5,44.12,143.35,0
92.61,55.25,59.31,2473.81,1
28.37,34.72,33.01,153.5,0
47.67,39.48,48.35,139.12,0
54.09,96.14,38.68,139.95,1
34.53,35.59,60.53,77.98,0
24.35,32.77,46.35,93.99,0
38.58,47.69,52.59,201.65,0
36.55,35.97,35.24,126.7,0
19.16,24.23,30.0,137.57,0
23.3,87.23,83.32,144.24,1
10.95,18.06,48.53,137.9,0
0.0,33.82,26.37,77.41,0
20.66,42.63,53.93,104.01,0
37.13,38.33,54.94,93.61,0
11.27,19.32,53.48,74.48,0
28.42,43.77,33.6,162.14,0
17.37,45.56,40.45,61.61,0
40.46,36.4,59.58,255.94,0
27.34,47.01,35.17,135.6,0
24.6,39.89,40.8,175.01,0
38.96,36.16,44.14,153.65,0
55.12,72.3,87.29,188.52,1
14.31,34.6,23.06,147.91,0
55.1,43.6,63.81,162.09,0
39.91,35.9,23.15,152.25,0
19.84,51.25,47.88,125.54,0
91.42,95.77,99.01,5400.01,1
24.12,41.17,94.27,127.1,1
26.63,36.23,40.13,189.9,0
43.25,48.9,50.75,210.35,0
22.06,23.79,32.27,126.02,0
13.81,34.35,36.88,91.97,0
20.97,49.05,22.28,144.6,0
85.23,62.7,59.08,196.13,1
0.0,9.23,17.27,10.0,0
5.76,41.08,46.29,122.11,0
42.12,51.74,28.8,217.9,0
15.02,38.59,30.41,172.34,0
19.97,23.65,33.92,90.86,0
41.29,55.68,31.93,119.39,0
30.26,41.86,21.94,167.7,0
16.24,34.1,48.74,1458.7,1
18.27,23.2,89.25,146.8,1
26.89,25.32,46.09,122.79,0
26.55,39.02,39.18,138.89,0
24.58,41.78,85.29,148.55,1
38.81,67.68,71.7,174.02,0
35.26,46.77,93.84,178.3,1
2.14,19.0,26.43,76.62,0
29.81,37.16,48.3,152.93,0
16.12,35.54,39.33,131.59,0
69.46,65.14,55.09,694.64,1
43.95,41.89,42.71,173.56,0
50.79,55.58,51.76,152.23,0
26.59,46.58,46.92,187.6,0
12.21,21.15,48.33,136.54,0
54.0,47.55,90.87,180.76,1
20.92,99.12,35.25,150.15,1
31.15,49.46,26.58,212.96,0
0.0,25.82,49.81,103.97,0
75.98,51.24,67.02,2917.62,1
34.42,34.69,45.83,158.8,0
22.63,35.3,32.78,133.87,0
37.56,46.58,40.34,280.45,0
30.94,43.96,61.17,236.35,0
26.66,21.9,32.64,117.36,0
53.94,57.62,47.66,236.81,0
26.48,85.35,53.65,208.28,1
24.61,43.51,36.42,189.33,0
24.09,27.14,51.34,80.27,0
42.05,39.18,50.76,111.83,0
36.39,34.97,91.01,179.04,1
34.81,41.55,52.8,137.79,0
22.34,15.02,25.88,95.36,0
25.48,31.37,37.72,144.97,0
53.46,49.61,52.45,189.84,0
21.91,35.72,47.08,143.43,0
25.95,42.55,35.68,128.88,0
48.61,39.01,42.19,102.96,0
36.1,54.19,37.57,166.1,0
28.36,41.76,42.3,173.56,0
41.57,53.51,47.67,158.89,0
54.92,48.77,48.92,201.64,0
51.04,64.64,33.91,183.91,0
89.16,76.59,46.88,111.97,1
0.0,26.68,24.66,75.17,0
18.96,34.03,60.63,109.39,0
13.69,27.88,39.8,10.0,0
38.65,51.59,35.02,181.55,0
31.74,37.79,32.46,188.26,0
38.03,22.4,40.13,224.77,0
100.0,33.06,39.75,62.35,1
13.25,24.37,38.98,33.83,0
0.0,31.38,38.57,118.42,0
32.25,33.98,31.53,143.93,0
18.33,21.42,56.21,56.62,0
29.69,49.28,40.18,193.35,0
58.61,66.46,54.01,261.97,0
28.89,65.98,61.48,157.78,0
0.0,13.78,35.05,52.85,0
35.25,44.52,38.07,234.41,0
21.52,39.53,27.59,134.0,0
57.15,85.84,43.69,219.04,1
22.45,39.84,61.14,117.83,0
22.63,45.28,75.81,166.83,0
79.58,80.38,47.3,123.06,1
49.34,61.27,41.63,238.51,0
23.24,40.51,30.85,125.27,0
5.44,30.5,44.36,93.75,0
30.48,27.37,96.97,120.73,1
44.28,36.58,52.89,199.57,0
25.25,33.9,54.41,88.83,0
35.97,29.9,24.88,124.27,0
29.35,29.0,62.39,172.44,0
14.48,32.71,42.17,178.14,0
28.1,26.76,19.12,139.58,0
91.9,7.6,27.13,148.51,1
25.73,44.86,47.47,180.5,0
16.54,34.02,4.16,67.15,0
24.23,33.89,94.27,166.58,1
0.0,37.26,57.68,40.66,0
45.12,51.92,49.68,171.59,0
22.3,39.97,88.96,111.39,1
41.36,58.01,46.64,234.82,0
22.97,42.72,35.11,91.09,0
51.38,60.91,50.17,308.49,0
100.0,90.9,92.63,7826.6,1
2.35,31.0,26.03,79.68,0
32.05,48.67,28.55,189.37,0
48.64,73.64,53.22,186.57,0
50.78,55.26,50.02,126.93,0
19.82,44.21,49.29,228.14,0
40.59,48.07,54.28,187.09,0
3.45,34.91,32.99,18.43,0
24.82,41.26,48.02,178.65,0
38.08,29.56,87.46,133.34,1
58.51,58.56,61.1,207.97,0
44.58,53.68,42.63,156.87,0
27.14,32.44,40.15,110.5,0
47.78,49.43,56.37,131.56,0
17.32,16.75,30.43,97.07,0
36.15,44.39,23.01,155.58,0
34.81,48.65,100.0,238.11,1
16.55,48.1,51.73,140.37,0
8.48,35.87,42.67,60.65,0
22.27,29.64,32.17,123.45,0
42.61,54.61,49.6,120.32,0
52.06,57.76,52.44,246.48,0
93.59,55.17,39.6,3528.95,1
64.37,57.49,49.78,158.69,0
19.5,27.86,46.5,173.53,0
36.24,57.12,53.9,210.57,0
30.17,45.53,32.46,216.35,0
48.36,49.16,45.83,163.61,0
49.17,64.39,57.61,202.28,0
19.9,71.88,92.69,70.82,1
75.08,7.56,43.97,16.44,1
29.44,37.12,44.78,114.33,0
31.96,29.65,45.58,144.42,0
31.94,34.45,38.32,112.87,0
93.64,94.23,90.38,6156.54,1
5.15,43.8,41.53,165.3,0
13.1,27.61,35.34,96.03,0
77.81,72.58,63.29,654.71,1
30.29,30.42,39.4,114.49,0
43.53,45.84,78.48,205.31,0
11.86,25.0,64.65,119.65,0
36.19,67.08,31.93,130.52,0
21.42,46.12,61.35,156.55,0
9.34,29.0,41.5,145.19,0
21.91,34.23,64.22,161.46,0
99.74,98.31,99.81,6867.22,1
37.33,53.88,49.55,216.15,0
37.11,38.33,54.71,196.14,0
37.92,46.57,54.57,180.29,0
21.7,51.24,47.78,108.73,0
38.04,50.27,56.87,189.27,0
8.76,42.47,48.13,140.26,0
30.83,47.56,41.49,101.05,0
43.7,62.97,32.82,189.58,0
99.77,100.0,43.68,106.64,1
35.21,49.77,59.93,196.55,0
52.8,33.61,35.91,160.36,0
19.27,30.93,66.33,132.57,0
41.95,44.81,48.15,225.23,0
99.12,91.04,47.0,177.35,1
5.24,13.27,46.63,160.6,0
23.23,94.87,93.01,193.91,1
30.16,37.85,45.8,175.48,0
10.35,33.47,31.5,101.04,0
37.44,30.24,53.85,72.08,0
15.96,23.56,39.61,81.15,0
33.06,41.84,53.99,134.73,0
25.72,58.59,68.44,165.62,0
36.34,60.19,46.58,169.91,0
40.47,54.74,47.79,207.85,0
21.98,41.0,32.4,77.49,0
0.0,100.0,89.12,66.88,1
14.33,26.41,53.53,191.88,0
27.74,30.91,40.94,82.08,0
10.46,11.18,39.99,181.8,0
27.59,33.11,48.28,148.14,0
19.89,34.82,53.52,139.03,0
26.82,31.99,30.46,142.67,0
27.3,21.14,43.42,84.62,0
48.84,56.22,39.34,238.15,0
18.66,17.19,33.67,99.8,0
100.0,36.45,72.53,46.6,1
36.27,38.53,26.71,125.92,0
34.56,39.61,33.54,221.55,0
38.84,48.92,35.63,159.36,0
53.81,66.52,56.26,185.75,0
32.62,85.02,42.33,147.94,1
30.17,62.55,46.82,182.85,0
31.47,44.09,14.9,94.2,0
32.39,33.02,38.27,5323.64,1
31.42,23.09,27.3,136.65,0
91.34,95.98,91.41,4449.0,1
40.71,49.12,42.02,188.07,0
38.46,27.66,65.01,123.38,0
36.61,69.08,55.34,155.26,0
28.38,30.55,36.56,154.93,0
62.41,63.57,68.9,165.78,0
20.78,25.23,36.68,90.78,0
52.49,32.41,17.94,139.23,0
21.4,45.66,61.25,252.62,0
46.8,55.09,51.97,134.94,0
99.43,89.41,93.25,7111.45,1
100.0,49.88,43.54,623.04,1
34.95,55.53,42.28,223.27,0
18.98,30.36,32.23,114.72,0
31.29,49.98,27.79,124.33,0
34.86,34.96,48.15,172.71,0
51.84,63.04,53.97,169.27,0
38.34,48.08,30.81,147.81,0
25.41,43.49,58.37,117.78,0
92.65,92.26,33.88,83.63,1
24.61,45.32,42.92,144.51,0
27.21,25.61,62.04,108.99,0
60.71,43.12,86.92,137.45,1
27.78,40.81,58.8,94.41,0
8.13,21.27,30.94,79.67,0
88.8,97.04,100.0,5349.82,1
61.05,40.05,63.1,255.72,0
25.44,97.81,57.2,98.55,1
18.02,39.65,49.53,105.04,0
31.19,24.02,51.24,105.3,0
45.81,36.31,69.36,181.25,0
94.96,91.47,92.29,6356.54,1
24.55,25.16,24.4,193.01,0
10.0,20.23,37.05,106.52,0
26.96,53.55,73.81,184.77,0
100.0,27.95,34.99,88.35,1
36.41,35.53,55.55,224.83,0
16.6,38.04,44.87,82.01,0
49.56,37.59,62.48,158.07,0
92.97,56.35,55.52,212.44,1
42.06,56.38,50.07,192.44,0
37.74,45.49,39.97,219.13,0
21.54,95.07,56.21,123.93,1
19.58,43.19,54.75,160.6,0
28.08,28.72,38.94,64.38,0
85.9,70.42,42.71,74.32,1
13.72,35.41,40.53,95.4,0
22.29,34.27,71.06,167.6,0
21.91,50.61,59.62,140.12,0
54.44,51.06,54.65,150.98,0
31.03,35.29,55.92,152.47,0
17.58,32.98,34.82,110.3,0
38.65,52.52,53.86,263.29,0
15.87,41.72,58.47,173.92,0
40.58,39.48,54.69,78.32,0
24.42,36.06,59.01,108.5,0
76.83,98.01,13.74,10.0,1
25.87,48.24,52.75,164.76,0
34.89,44.69,36.73,162.66,0
10.65,12.85,63.82,110.17,0
5.41,25.17,47.77,63.24,0
26.66,45.09,54.29,208.02,0
18.04,14.99,46.99,127.11,0
55.8,58.1,61.74,149.67,0
23.53,34.2,29.28,103.72,0
12.03,33.69,39.38,204.86,0
36.95,24.02,39.59,122.39,0
6.01,24.03,47.86,125.0,0
35.92,50.19,40.06,233.31,0
28.42,39.99,42.37,180.23,0
19.22,29.88,50.39,153.34,0
48.23,71.45,57.76,222.86,0
31.95,25.32,38.5,183.96,0
42.34,46.32,60.74,156.5,0
33.94,41.7,42.02,119.78,0
13.27,31.56,29.04,203.51,0
34.6,36.65,60.22,108.79,0
23.1,49.65,42.82,117.18,0
70.72,84.4,58.96,152.79,1
19.91,29.05,51.69,170.55,0
17.22,35.71,39.7,53.27,0
22.24,10.4,43.18,144.71,0
35.6,10.81,39.15,30.08,0
17.29,28.44,43.27,87.61,0
22.55,40.26,45.52,96.94,0
12.34,94.97,90.85,137.04,1
21.83,55.63,90.33,119.26,1
15.58,29.09,57.71,80.39,0
5.79,22.16,51.61,98.27,0
9.63,42.1,54.67,137.61,0
17.07,26.49,51.38,147.09,0
84.74,91.99,95.56,5546.13,1
42.52,53.24,33.19,174.07,0
9.51,0.0,22.87,46.59,0
20.51,37.78,29.76,181.65,0
44.64,42.19,50.64,192.58,0
39.82,24.18,59.34,103.4,0
21.53,45.83,54.73,78.62,0
24.72,38.6,38.16,188.44,0
0.0,12.44,54.75,51.65,0
24.36,18.55,54.74,51.26,0
35.71,28.0,26.95,67.1,0
74.31,67.31,66.56,533.2,1
87.66,30.5,29.39,34.44,1
31.34,51.98,65.95,131.88,0
55.63,44.1,41.72,118.12,0
95.99,87.73,38.16,62.55,1
4.98,18.53,24.25,38.29,0
36.81,70.98,48.01,219.62,0
12.7,31.23,57.13,69.8,0
29.64,30.17,34.98,194.36,0
27.78,38.15,57.0,177.01,0
4.39,88.15,90.02,71.12,1
63.24,60.17,50.88,221.68,0
15.77,17.72,32.81,42.88,0
23.02,49.17,68.22,103.17,0
39.24,57.42,62.73,167.84,0
9.05,16.22,48.55,90.67,0
0.0,18.6,10.77,92.76,0
0.5,31.39,15.06,169.77,0
45.66,60.88,39.44,198.17,0
24.25,44.83,54.15,171.83,0
50.1,38.34,61.47,261.03,0
0.0,5.54,10.43,58.38,0
19.13,41.12,42.26,78.69,0
0.0,28.05,45.88,89.34,0
39.34,41.38,58.94,93.59,0
15.43,40.9,58.18,53.74,0
53.95,36.08,53.58,243.82,0
33.86,57.38,47.72,180.96,0
14.43,23.18,34.3,55.79,0
33.63,43.34,51.91,180.08,0
80.43,19.42,27.79,3199.26,1
28.07,37.89,44.26,151.98,0
47.73,37.88,32.67,202.82,0
11.52,34.19,16.53,66.5,0
32.99,27.95,47.78,49.24,0
8.82,38.68,51.96,128.57,0
44.64,55.14,62.65,253.5,0
18.3,44.42,39.36,141.0,0
96.16,27.03,38.9,3120.6,1
26.89,32.11,36.07,126.79,0
37.24,45.3,35.85,176.33,0
21.73,23.93,46.58,82.9,0
21.82,27.07,44.17,64.58,0
30.46,31.93,31.6,187.38,0
47.52,22.19,41.35,6896.78,1
0.0,14.62,6.19,71.94,0
87.9,32.58,31.46,151.83,1
95.19,26.52,49.61,45.18,1
20.59,22.91,31.61,114.33,0
14.89,38.76,51.65,94.2,0
35.31,43.58,54.21,66.27,0
67.18,70.24,72.46,539.71,1
32.56,27.6,55.1,69.67,0
24.3,49.79,31.68,183.18,0
21.47,40.82,9.65,91.1,0
53.59,58.48,55.91,216.75,0
51.81,61.21,67.1,215.17,0
32.83,35.72,53.58,246.76,0
36.29,42.38,43.5,156.42,0
27.34,44.74,59.71,160.6,0
34.42,21.99,36.61,71.64,0
35.16,41.48,47.26,164.22,0
26.36,31.84,37.37,133.97,0
14.97,30.07,35.6,113.22,0
29.38,52.62,54.31,113.18,0
94.34,25.04,48.28,196.09,1
18.61,43.34,45.14,64.12,0
42.85,22.83,53.46,110.66,0
48.76,57.0,39.74,171.74,0
94.24,89.93,40.49,94.21,1
20.24,48.56,42.8,150.39,0
94.91,91.68,95.07,6954.23,1
31.43,34.48,47.2,216.02,0
29.87,15.37,41.8,126.13,0
20.87,31.95,43.89,149.55,0
30.62,91.89,100.0,220.19,1
52.94,44.72,49.31,286.51,0
93.99,32.68,38.99,2224.96,1
32.31,40.48,18.78,73.61,0
9.71,21.41,55.02,117.81,0
27.47,61.06,44.77,211.16,0
100.0,52.32,44.0,2575.55,1
45.78,61.71,34.48,221.21,0
31.22,59.72,22.66,181.14,0
35.21,53.3,50.5,214.03,0
10.1,12.44,36.2,71.4,0
19.95,23.48,34.63,79.25,0
36.8,26.29,50.18,168.51,0
10.64,29.3,93.47,145.94,1
32.6,49.14,38.88,203.04,0
24.92,50.7,50.47,116.56,0
36.76,66.7,47.36,262.47,0
40.5,35.87,70.16,151.86,0
54.98,83.95,64.3,228.26,0
25.44,34.64,30.73,109.18,0
26.52,42.06,59.48,180.64,0
24.52,52.66,51.65,5796.36,1
33.38,31.96,25.37,83.25,0
23.86,19.13,31.28,143.55,0
22.1,19.63,45.65,131.0,0
24.68,47.18,47.42,146.81,0
13.72,28.72,53.96,73.84,0
14.15,18.75,57.37,109.58,0
46.12,47.6,23.52,169.56,0
46.33,63.34,53.65,185.69,0
28.18,52.85,41.34,152.13,0
86.4,20.65,28.22,159.55,1
36.12,47.48,54.08,198.43,0
18.22,30.63,62.69,85.02,0
48.92,40.06,44.87,148.58,0
47.98,41.87,35.49,146.49,0
19.26,39.61,37.04,175.52,0
39.99,47.19,39.97,184.24,0
4.68,27.27,53.65,103.01,0
65.98,65.08,68.88,2841.02,1
30.98,42.33,63.34,183.68,0
25.14,35.06,67.63,165.23,0
3.33,21.74,45.27,133.59,0
10.12,24.91,56.48,130.44,0
32.45,57.68,60.47,181.61,0
28.79,21.0,36.1,154.38,0
11.81,11.79,48.04,117.92,0
35.01,44.72,21.39,86.66,0
9.99,27.97,19.71,90.61,0
78.73,96.8,93.56,7271.09,1
51.92,66.71,62.24,234.92,0
16.72,43.62,33.5,172.31,0
28.77,41.8,65.75,176.89,0
24.87,40.95,43.32,101.89,0
20.02,29.46,48.38,2416.11,1
68.19,87.61,49.41,174.9,1
28.93,35.33,56.37,124.54,0
26.27,37.66,47.35,137.11,0
27.42,41.3,48.82,172.78,0
44.82,46.82,53.41,248.85,0
44.05,28.47,34.32,171.69,0
21.39,39.48,22.65,178.16,0
0.95,23.15,18.49,157.74,0
13.37,39.07,27.96,145.2,0
66.6,67.49,81.68,626.99,1
28.64,60.59,15.67,163.45,0
47.42,55.31,73.36,252.97,0
14.97,25.0,24.5,86.82,0
38.38,61.29,55.48,202.32,0
38.78,53.86,75.96,211.89,0
28.62,37.13,56.96,142.12,0
37.99,31.85,25.92,183.79,0
29.03,45.44,41.0,107.21,0
33.28,45.38,47.35,199.17,0
56.43,50.28,42.44,250.67,0
54.73,44.39,35.0,153.02,0
43.24,66.14,63.03,281.62,0
20.16,29.64,40.12,46.07,0
12.89,39.49,33.96,101.78,0
17.71,30.74,40.36,90.38,0
71.15,79.72,70.91,657.69,1
33.96,58.49,62.59,198.96,0
31.85,19.21,50.03,94.31,0
43.22,99.64,42.61,185.17,1
33.03,29.35,57.89,146.46,0
34.64,47.34,49.95,101.46,0
39.26,47.07,29.33,167.37,0
45.35,62.69,36.79,210.85,0
41.01,31.57,30.14,191.13,0
64.94,73.55,39.06,176.84,1
48.82,56.01,60.83,181.68,0
27.11,23.26,38.81,162.45,0
20.42,32.14,65.6,99.72,0
97.69,100.0,27.56,144.45,1
38.88,87.49,36.08,198.5,1
34.28,26.57,63.06,145.17,0
79.97,25.88,54.66,117.46,1
27.89,36.4,29.07,92.5,0
19.14,33.02,59.33,188.54,0
32.15,39.86,36.41,151.96,0
44.04,100.0,86.76,216.77,1
27.25,49.52,56.29,186.23,0
31.31,30.46,100.0,128.01,1
22.87,22.14,40.44,187.5,0
25.21,25.33,45.34,206.67,0
24.65,42.13,37.78,130.52,0
6.67,7.73,24.97,10.0,0
45.51,47.69,44.11,166.78,0
13.69,35.3,46.98,166.67,0
4.13,17.83,26.73,113.88,0
8.8,6.22,52.04,132.27,0
42.06,58.01,51.35,226.47,0
50.64,45.42,41.25,199.39,0
31.98,38.28,61.13,111.02,0
33.81,85.96,38.47,133.72,1
44.91,61.92,61.32,248.78,0
17.07,32.59,47.81,72.29,0
82.1,52.91,40.1,3500.81,1
76.63,84.93,36.69,158.07,1
21.42,37.21,38.04,178.94,0
19.89,38.9,20.55,1188.95,1
54.16,54.39,65.36,244.59,0
26.66,20.65,43.57,157.79,0
36.78,35.58,62.96,238.25,0
28.02,49.15,43.75,225.58,0
0.0,12.22,38.71,68.14,0
64.26,68.53,73.17,929.31,1
30.49,56.24,45.4,179.23,0
93.25,77.49,13.77,242.36,1
41.08,49.97,43.93,230.59,0
75.48,6.34,17.9,89.55,1
19.25,50.73,26.14,121.63,0
35.58,49.6,27.64,68.94,0
46.25,50.44,50.51,284.88,0
24.77,44.73,29.47,116.92,0
68.66,87.28,65.12,250.02,1
21.21,51.72,55.07,111.36,0
38.7,55.92,52.81,211.33,0
10.85,37.66,31.23,155.63,0
22.94,37.87,86.51,174.24,1
24.45,40.72,39.38,144.18,0
47.36,59.53,42.39,158.34,0
25.12,1.98,31.9,12.86,0
33.83,44.79,44.67,255.03,0
83.93,100.0,91.09,7766.05,1
33.49,40.7,33.36,156.68,0
19.03,48.44,40.39,172.72,0
17.93,24.89,63.46,180.57,0
41.19,50.08,54.7,159.58,0
92.04,23.51,52.24,893.13,1
36.24,26.59,37.4,162.22,0
45.41,41.55,41.84,165.66,0
7.58,24.31,47.26,109.71,0
37.41,32.88,71.35,183.81,0
47.88,61.15,76.87,144.53,0
77.38,67.42,75.32,352.8,1
11.76,25.8,51.94,168.01,0
67.51,45.4,33.07,160.78,0
34.85,45.26,39.48,114.78,0
34.55,20.57,50.51,104.93,0
43.0,43.53,49.11,202.56,0
83.82,90.2,52.32,174.84,1
31.12,34.95,47.56,155.32,0
39.65,53.01,64.24,142.57,0
49.59,63.7,42.0,192.58,0
34.48,36.8,50.53,104.19,0
13.74,24.48,29.22,140.83,0
31.0,45.82,52.84,158.15,0
36.0,31.93,24.66,167.28,0
21.69,76.92,86.9,143.58,1
52.41,46.05,54.77,262.08,0
16.73,23.56,51.52,34.86,0
51.82,90.15,86.17,157.61,1
35.45,59.64,42.47,169.59,0
53.23,67.4,57.77,239.41,0
90.3,79.77,37.73,143.06,1
35.13,50.6,36.49,169.85,0
31.61,15.83,25.76,10.0,0
28.78,41.94,52.83,191.37,0
86.08,48.35,47.34,2430.3,1
21.46,39.24,37.1,145.63,0
0.0,100.0,86.95,22.43,1
0.0,29.23,36.71,82.85,0
36.97,95.88,49.22,80.09,1
50.58,63.18,46.2,231.87,0
38.03,43.77,44.93,5959.5,1
16.11,37.08,60.19,168.42,0
32.92,35.68,28.9,174.18,0
30.89,60.7,47.57,147.46,0
52.37,75.42,58.92,259.55,0
35.66,53.31,53.57,221.06,0
31.86,33.09,51.58,165.02,0
18.62,31.58,58.85,221.11,0
47.64,47.33,31.95,162.25,0
57.34,64.35,70.24,223.1,0
10.37,35.02,44.02,151.08,0
21.07,17.41,41.36,110.47,0
41.12,43.47,42.13,171.24,0
35.89,33.13,48.56,196.43,0
23.76,37.38,50.4,103.17,0
6.02,30.84,21.21,43.74,0
15.0,30.12,32.61,91.95,0
52.96,48.28,48.77,191.23,0
17.6,18.99,91.28,135.6,1
82.35,33.13,33.48,944.32,1
87.59,95.59,98.58,4312.54,1
36.86,80.45,83.76,165.19,1
27.38,57.47,36.46,143.98,0
